Sun Jun  7 00:58:16 2026    profile.prof

         87521198 function calls (84105556 primitive calls) in 212.643 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1125    0.049    0.000    0.049    0.000 {method 'get_bounding_rects' of 'pygame.mask.Mask' objects}
     4115    0.048    0.000    0.048    0.000 {method 'subsurface' of 'pygame.surface.Surface' objects}
     4056    0.047    0.000  160.637    0.040 Main2.py:239(_state_level)
     3414    0.047    0.000    0.228    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/UI.py:46(show_exp)
     3414    0.046    0.000    0.117    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:488(animate)
    94285    0.046    0.000    0.046    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/combat_unit.py:311(is_dead)
    54533    0.045    0.000    0.045    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/combat_unit.py:660(hit_reaction)
    72139    0.044    0.000    0.044    0.000 {method 'distance_to' of 'pygame.math.Vector2' objects}
      593    0.044    0.000    2.140    0.004 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:636(draw)
    18623    0.044    0.000    0.053    0.000 /usr/lib/python3.10/random.py:546(uniform)
   183824    0.043    0.000    0.043    0.000 {method 'get_height' of 'pygame.surface.Surface' objects}
    18998    0.042    0.000    0.059    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:37(__init__)
    95466    0.042    0.000    0.042    0.000 {method 'rstrip' of 'str' objects}
    39538    0.042    0.000    0.042    0.000 {built-in method math.cos}
   136560    0.042    0.000    0.042    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/sprite.py:171(update)
    16718    0.041    0.000    0.086    0.000 /usr/lib/python3.10/posixpath.py:60(isabs)
      182    0.041    0.000    0.078    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:363(_generate_blades_for_placement)
   124797    0.041    0.000    0.041    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:66(get_environmental_damage)
    17333    0.040    0.000    0.047    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/behavior_drivers.py:141(pick_driver)
    34243    0.039    0.000    0.053    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/inputManager.py:34(is_key_just_pressed)
     4233    0.039    0.000    0.048    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/inputManager.py:12(update)
    24048    0.039    0.000    0.041    0.000 {built-in method builtins.sum}
     8708    0.039    0.000    0.228    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:227(_step_worker)
     3217    0.038    0.000    0.552    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Eskimo.py:154(update)
     4056    0.038    0.000    0.080    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1252(check_triggers)
    97530    0.037    0.000    0.037    0.000 {built-in method builtins.iter}
     3414    0.037    0.000    0.263    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/UI.py:79(show_level)
    44044    0.036    0.000    0.036    0.000 {built-in method math.sin}
      999    0.036    0.000    0.036    0.000 {built-in method posix.listdir}
    17333    0.036    0.000    0.036    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/behavior_drivers.py:28(__init__)
     6828    0.035    0.000    0.093    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/UI.py:56(selection_box)
    20719    0.035    0.000    0.054    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:536(_quantize_rotation)
    21208    0.035    0.000    0.035    0.000 {method 'update' of 'pygame.rect.Rect' objects}
    17333    0.035    0.000    0.044    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:124(_should_walk)
    36340    0.035    0.000    0.035    0.000 {method 'split' of 'str' objects}
     4056    0.035    0.000    0.264    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:156(update)
    23176    0.034    0.000    0.056    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:84(_is_selectable)
     3414    0.034    0.000    0.236    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Weather.py:17(update)
      751    0.034    0.000    0.069    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerConfiguration.py:152(draw_stickman)
     4056    0.033    0.000    0.033    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1319(<listcomp>)
    11598    0.033    0.000    1.354    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1882(_setup_prefix)
     4232    0.032    0.000  173.003    0.041 Main2.py:196(_dispatch_state)
     3093    0.032    0.000    0.136    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:345(_move_along_path)
    75271    0.032    0.000    0.032    0.000 {method 'random' of '_random.Random' objects}
     3414    0.031    0.000    0.047    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Weather.py:31(calculate_wind_force)
    84050    0.031    0.000    0.031    0.000 {method 'length' of 'pygame.math.Vector2' objects}
    56120    0.030    0.000    0.030    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:101(get_acceleration_multiplier)
    15249    0.030    0.000    0.040    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Entity.py:210(_use_mask_entity_collision_normal)
     2965    0.030    0.000    0.042    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:80(_refresh_rates)
     3414    0.030    0.000    0.062    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Weather.py:43(randomize_wind)
        9    0.029    0.003    0.029    0.003 {method '_parse_whole' of 'xml.etree.ElementTree.XMLParser' objects}
    11492    0.028    0.000    0.103    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:541(set_rotation)
     3093    0.028    0.000    0.030    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:401(_at_target)
     3414    0.028    0.000   10.247    0.003 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/WeatherOverlay.py:86(draw)
5596/2798    0.028    0.000    0.047    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/sprite.py:119(add)
    21208    0.028    0.000    0.028    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Entity.py:199(_apply_benchmark_pushback_tuners)
      597    0.028    0.000    0.271    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:76(<listcomp>)
     3414    0.028    0.000    0.179    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1378(player_attack_logic)
     5799    0.027    0.000    1.545    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1364(resource_exists)
     5799    0.027    0.000    2.892    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/pkgdata.py:45(getResource)
     5013    0.027    0.000    0.289    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:160(update)
     3414    0.027    0.000    0.037    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/WeatherOverlay.py:76(update)
     5843    0.026    0.000    0.048    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:121(get_environmental_damage)
     7755    0.026    0.000    0.081    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:185(decide_action)
     4771    0.026    0.000    0.042    0.000 /usr/lib/python3.10/random.py:591(gauss)
  842/808    0.026    0.000    0.115    0.000 {built-in method builtins.__build_class__}
  5195/88    0.026    0.000    0.299    0.003 /usr/lib/python3.10/copy.py:210(_deepcopy_tuple)
    56678    0.026    0.000    0.026    0.000 {method 'dot' of 'pygame.math.Vector2' objects}
     3668    0.026    0.000    0.052    0.000 /usr/lib/python3.10/random.py:292(randrange)
  515/102    0.026    0.000    0.073    0.001 /usr/lib/python3.10/sre_parse.py:494(_parse)
    48929    0.025    0.000    0.025    0.000 {method 'values' of 'dict' objects}
    24893    0.025    0.000    0.025    0.000 {built-in method builtins.round}
     1353    0.024    0.000    0.088    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Particles.py:175(__init__)
     2835    0.024    0.000    0.043    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather/controller.py:381(_maybe_replan_stuck)
     3217    0.024    0.000    0.465    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/NeutralCharacter.py:59(roam)
     4056    0.023    0.000    0.029    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:824(on_layout_update)
     4300    0.023    0.000    0.183    0.000 /usr/lib/python3.10/posixpath.py:374(abspath)
     6797    0.023    0.000    0.040    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:86(is_ready)
     1156    0.023    0.000    0.053    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:186(__init__)
      953    0.023    0.000    0.036    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/controller.py:245(_move_along_path)
     3924    0.022    0.000    0.024    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:14(in_range_of_player)
    56120    0.022    0.000    0.022    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:104(get_friction_multiplier)
     3217    0.022    0.000    0.030    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/NeutralCharacter.py:243(animate)
     6977    0.022    0.000    0.817    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:287(execute_attack)
     6796    0.022    0.000    0.186    0.000 /usr/lib/python3.10/genericpath.py:16(exists)
     9227    0.022    0.000    0.036    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:531(update_render_data)
     3414    0.022    0.000    3.583    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1204(check_enemy_deaths)
       49    0.021    0.000    0.046    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/grid_pathfinder.py:51(_astar)
     7755    0.021    0.000    0.061    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/CombatStrategy.py:220(move)
     5799    0.021    0.000    1.319    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1384(resource_stream)
     3924    0.021    0.000    0.069    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:90(can_trigger)
     3414    0.021    0.000    0.057    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Weather.py:52(update_temperature)
     8652    0.021    0.000    0.369    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Entity.py:529(_resolve_entity_collisions_legacy)
     6776    0.021    0.000    0.024    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Interaction.py:465(_now_ms)
    65776    0.020    0.000    0.020    0.000 {method 'strip' of 'str' objects}
    28946    0.020    0.000    0.020    0.000 {built-in method math.hypot}
 3016/672    0.020    0.000    0.102    0.000 /usr/lib/python3.10/copy.py:227(_deepcopy_dict)
    13358    0.019    0.000    0.019    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:77(is_active)
      850    0.019    0.000    0.077    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
     5799    0.019    0.000    0.505    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1680(has_resource)
     3463    0.019    0.000    0.096    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:948(_draw_interact_prompt)
     4056    0.019    0.000    0.983    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:153(update)
     4056    0.019    0.000    0.051    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1318(save_enemy_states)
     7848    0.018    0.000    0.043    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:91(<genexpr>)
     5799    0.018    0.000    0.494    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1907(get_resource_stream)
     6776    0.018    0.000    0.027    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Interaction.py:310(register_retaliation)
     4807    0.018    0.000    0.039    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:180(receive_interaction)
     3755    0.018    0.000    0.018    0.000 {built-in method pygame.draw.line}
     3414    0.017    0.000    0.108    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/UI.py:65(weapon_overlay)
     3941    0.017    0.000    0.071    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Entity.py:270(_mask_collision_push_normal)
     3406    0.017    0.000    0.035    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:963(try_interact_nearby_environment)
     4056    0.017    0.000    0.210    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/controller.py:192(update)
      116    0.017    0.000    0.250    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:1055(_make_effect_area_from_tiled_object)
     3414    0.016    0.000    0.074    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Weather.py:66(update_precipitation)
    18453    0.016    0.000    0.020    0.000 {method 'join' of 'str' objects}
     2927    0.016    0.000    0.016    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:322(<listcomp>)
      957    0.016    0.000    0.025    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1506(_resolve_projectile_damage_payload)
    22854    0.016    0.000    0.023    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/inputManager.py:31(is_key_pressed)
    11616    0.016    0.000    0.016    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:3517(_always_object)
     4232    0.015    0.000    0.064    0.000 Main2.py:324(update_debug_info)
     8961    0.015    0.000    0.021    0.000 /usr/lib/python3.10/copy.py:243(_keep_alive)
      831    0.015    0.000    0.015    0.000 {method 'centroid' of 'pygame.mask.Mask' objects}
     4233    0.015    0.000    0.015    0.000 Main2.py:128(_handle_global_shortcuts)
    17375    0.015    0.000    0.017    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:172(check_death)
     3414    0.015    0.000    0.017    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:466(cooldowns)
    26043    0.015    0.000    0.015    0.000 {method 'replace' of 'str' objects}
     1353    0.015    0.000    0.133    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Particles.py:121(create_particles)
    57127    0.015    0.000    0.015    0.000 /usr/lib/python3.10/copy.py:182(_deepcopy_atomic)
     3941    0.015    0.000    0.015    0.000 {method 'overlap_mask' of 'pygame.mask.Mask' objects}
     1125    0.015    0.000    0.084    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:48(_mask_opaque_bounds)
      597    0.014    0.000    0.014    0.000 {method 'read' of '_io.BufferedReader' objects}
     2451    0.014    0.000    0.564    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/YsortCameraGroup.py:90(_apply_grass_force)
      597    0.014    0.000    0.285    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:74(rebuild)
     6403    0.014    0.000    0.190    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:1898(_has)
    38972    0.014    0.000    0.014    0.000 {method 'getrandbits' of '_random.Random' objects}
    13635    0.014    0.000    0.014    0.000 /usr/lib/python3.10/sre_parse.py:234(__next)
      953    0.014    0.000    0.191    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/controller.py:295(_step_worker)
     2274    0.014    0.000    0.014    0.000 {built-in method posix.getcwd}
    10038    0.014    0.000    0.092    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Interaction.py:386(can_team_interact)
     7401    0.014    0.000    0.030    0.000 {method 'extend' of 'list' objects}
    27261    0.014    0.000    0.014    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Entity.py:602(<lambda>)
     6830    0.013    0.000    0.027    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/sprite.py:625(__bool__)
